('548b95d4-ac85-4264-ba1e-bde5f3681517', 'email'),
('12adde3e-8e6f-4af9-90d3-c9d8e638fce2', 'NIP'),
('46ea6dce-6dd4-4cb2-9f13-2fb556870840', 'pesel'),
('96b3a23f-08b9-40d1-b6b2-1c55e5d9e576', 'email'),
('143afea7-aac1-41b6-8704-6c5621c13ced', 'adres'),
('fab976f1-38f9-485b-b5c8-0f5a3651639e', 'telefon'),
('af8f272a-641e-4fe6-99e4-f188b8370fe8', 'NIP'),
('5195c00e-cf39-409a-a9c4-090ed5d9948f', 'pesel'),
('0e7e4083-29e6-45bf-996e-719a942f792a', 'email'),
('07436cd8-27b4-4a74-981a-9c28e725005f', 'adres'),
('49c98822-4595-4c4e-9fd2-355068332c26', 'telefon'),
('7466f82b-31ec-4d0c-94a2-b1ddb287a779', 'NIP'),
('e09121fa-3a27-4e4f-b824-8a57e7c22cc5', 'pesel'),
('b4e8034e-d0be-4d6a-a8ac-78c94cb4873f', 'email'),
('5eaec59b-731f-46e3-9e4b-370efbc8199b', 'adres'),
('37f1c17d-d19e-4d98-a59d-1ae4e2af9c4f', 'telefon'),
('042e39e0-b286-41ed-9283-233f2a5b9e1d', 'NIP'),
('2609a020-15db-47a5-be3b-50ca22469ed1', 'pesel'),
('b72e644b-2c68-4d7f-af64-27a0f3d4f1c0', 'email'),
('6e2a6003-d7dc-4415-8a83-3dee6f95a07d', 'adres'),
('b66d4361-2a15-4eaf-b4be-11fa28f33920', 'telefon'),
('917413da-bb14-46a9-8c06-6faee3259fe1', 'NIP'),
('f6e06736-2378-45b9-813b-54abdd6770c0', 'pesel'),
('eee5e2ac-368f-4cf4-a83f-3fac06e33043', 'email'),
('dc312154-111e-468c-b3d4-823ad3a316d6', 'adres'),
('205ee6db-e2b7-4375-a053-e068ded3c0f3', 'telefon'),
('aa8cbaa5-c660-49b7-a444-b75964e26274', 'NIP'),
('0ceec35f-448a-440c-b247-f26271e7a75e', 'pesel'),
('b6012b48-da6a-4566-9089-cdcfbf5fb3c6', 'email'),
('f3219261-1dc7-437b-84b1-64ddcd87db99', 'adres'),
('3ea83fc4-3cf8-488c-8a46-bfab4c482c7c', 'telefon'),
('2006e997-7798-4ffb-83c0-f3874ecd0fa5', 'NIP'),
('a08a4c8d-2e07-4c8e-97a6-1c2886e692ac', 'pesel'),
('51208c3d-1ea7-4b5b-a1cc-43f2b65e2170', 'email'),
('bdce9617-37d6-4048-9387-c617eeafc490', 'adres'),
('1072a772-43d6-44c6-90ac-a5327c54da73', 'telefon'),
('eaaa8772-6398-473f-a376-c4c3f5d0c4cf', 'NIP'),
('43f9453c-a5cc-4640-8565-3ae36b9cbbd2', 'pesel'),
('0c452973-2f94-4451-a662-1ef689ba5706', 'email'),
('d985d12b-9ad6-42ac-b83f-e29719c36f58', 'adres'),
('91b63c93-fb23-4f6e-9310-1a7855e8a719', 'telefon'),
('1ed6d870-5315-4f48-ae92-e24fda418724', 'NIP'),
('8d7f901e-91e0-4055-8b6e-be757790b5c1', 'pesel'),
('b34884ec-8a4d-488b-9962-2371a9058c89', 'email'),
('db337cb6-648e-4117-8aa5-5ae21f51e9dc', 'adres'),
('cf75c520-ddc8-4a30-b0b3-d53dc48588bc', 'telefon'),
('2243f014-70df-4a4f-8efc-aba66b5c8b83', 'NIP'),
('112fe6c7-1e52-420a-a738-f9560726fc91', 'pesel'),
('a5f37f75-affb-41c1-9aa7-23f5754cb625', 'email'),
('3179f1ca-0145-411c-9070-3161bd1b2faa', 'adres'),
('db0b0cc0-c6ff-426d-ac58-0a47b87375e2', 'telefon'),
('c4bb1d1c-e25c-4a8b-9411-7129f4918b0b', 'NIP'),
('9f4465b7-0926-4f5c-96ee-ef841006593b', 'pesel'),
('b3a183f4-76f5-475b-b98a-60fa77a18bcb', 'email'),
('ba5cc2f9-d32a-4e1c-8acc-6f7cb3e84d10', 'adres'),
('c2ab1a42-5e43-412f-9b03-21f1cd1a1167', 'telefon'),
('d4ebb0c8-a03c-4895-b849-0ce7e04eaba9', 'NIP'),
('99472829-c68f-44b5-9e23-571e1d65e9d5', 'pesel'),
('78b116a6-5546-4934-a221-2202f7449349', 'email'),
('8e236bce-c2d2-4dd6-a7da-c11b95fe95ee', 'adres'),
('da2f30d6-86a1-494c-80a8-fedf8f0e3624', 'telefon'),
('37e23d87-fc98-4707-920c-29131d0f132d', 'NIP'),
('1bc55020-6392-48ac-b6be-d2147e1deb7b', 'pesel'),
('68edcaca-8043-4a36-a741-3a47d1ea09eb', 'email'),
('6cd9d4d5-cee0-4be9-a837-ac827af240b8', 'adres'),
('beb1906e-3962-47c5-84ab-46dd7884f497', 'telefon'),
('ee688f1b-d9bc-485d-9afb-c40303ca43f5', 'NIP'),
('25cd9ffb-b3bb-4bae-8ba9-f6308b97a95c', 'pesel'),
('45d40409-fec6-4098-a3d7-e745702173d9', 'email'),
('d12335b6-a1c7-4b15-9705-cc42b28c4ce7', 'adres'),
('782fe517-dcd8-4377-9778-c90a8caf744c', 'telefon'),
('6eb159ca-94a8-4977-9ce2-90ba09849526', 'NIP'),
('ed511c4f-ea46-4e5b-b476-dbe2c0f1d497', 'pesel'),
('161b10c0-af2e-4536-ae6d-eae3537d18e9', 'email'),
('a660cfe5-f593-4ac5-8f38-ddfbca452307', 'adres'),
('0eeaedd7-8b81-42c8-854f-714ef2ee4b12', 'telefon'),
('2094de43-d135-47d0-b72d-73f0dde68b2a', 'NIP'),
('705c2aa8-56cb-4061-832a-811e525fa6e9', 'pesel'),
('9647f0de-57b7-4e83-88fd-ad9abf3ae6f9', 'email'),
('4a62d37f-a1c1-40b4-a586-3c4d102bf3c1', 'adres'),
('7a0b72e3-11d3-4130-a529-d777b12b23cd', 'telefon'),
('5ec85140-ff61-4d73-bedf-0a88bf65fc36', 'NIP'),
('e1b0860e-c09a-448e-9b58-a7f25fbffdf2', 'pesel'),
('18683f09-adde-4e00-a457-75aa03a8966f', 'email'),
('52dd4a39-72c1-43c7-a82c-59d14588a69c', 'adres'),
('9e2d3bb6-2a20-4eed-aa1d-5ce875874c55', 'telefon'),
('12bfb946-c34f-4157-a33a-4e032572cd9b', 'NIP'),
('a2ea729b-c756-49ce-9a28-e384eb95af4d', 'pesel'),
('db968f79-64a3-44d1-9021-bf0ef4dfd264', 'email'),
('11cd762d-7f8e-4e46-825e-c93cf42d8e93', 'adres'),
('919d7496-1301-4295-a3ad-66f84bc7a306', 'telefon'),
('4c91aac2-7590-4644-bec1-29001f4d9806', 'NIP'),
('14490407-1439-41a7-9997-24047ec5f145', 'pesel'),
('dc11ea4c-0a9a-4164-9480-752080f5fc85', 'email'),
('d883c342-77bc-440a-8d16-85a06d514094', 'adres'),
('da33f188-ef1f-4d2c-a581-83701adddbe7', 'telefon'),
('4af20601-0c1d-4420-81a1-3bf71e68632a', 'NIP'),
('291b2099-4021-4f54-807c-821fa24db1de', 'pesel'),
('3eb12123-1c5d-4e7b-900b-f977b8eb3083', 'email'),
('a38879f0-6382-4fc7-acae-97a06e77171b', 'adres'),
('3bb091a8-c7d6-4956-9b19-47ad1f8995fe', 'telefon'),
('69e053a0-e37d-485c-90c7-a31fe4d273c9', 'NIP'),
('0bec00df-1c8d-4e21-b2b1-7ce62f8410d2', 'pesel'),
('a42d8612-0fbf-4b6d-9ae9-934dd486327d', 'email'),
('fd14b760-8f0b-46e0-8663-b256f5ba619a', 'adres'),
('085b6f86-5f17-4a7f-ae5e-977b389344ac', 'telefon'),
('b42e9203-1ae0-40d9-8100-a1d574abc065', 'NIP'),
('f704be5c-ea2c-42ae-b015-6b01a6b4129b', 'pesel'),
('f5d32bbe-014f-44ea-afe3-d2344741df6a', 'email'),
('92fe18c8-4845-4cfd-914e-1a03ab00eef0', 'adres'),
('ded6aaa6-5486-4865-803e-7939194890d5', 'telefon'),
('763d62a4-e0e5-4f01-8804-f162dd4c450e', 'NIP'),
('85a07592-ad77-44a0-b8d0-7c15ab6262fa', 'pesel'),
('821bc3c3-db9c-4e11-be5c-c0cfd5bb1b5e', 'email'),
('a8da6a56-83de-4b67-9c2d-5b5c9b35a851', 'adres'),
('92def924-7dc4-4639-891f-ba7d86ee0c9f', 'telefon'),
('37d13830-de6c-4894-aeb5-072a243e86f4', 'NIP'),
('03302e93-04dc-41a1-8360-496104d9037d', 'pesel'),
('53b01666-dd29-4751-9f51-ae747c528696', 'email'),
('d5f63949-4df7-4879-a909-f803c7f5dd26', 'adres'),
('df68c244-7373-454f-b614-9a8152a96b71', 'telefon'),
('9c430fde-9690-455b-a118-83e487e2a839', 'NIP'),
('5c3ae1ed-c716-4331-ba7b-cfdbdf6b3676', 'pesel'),
('9f628557-782d-4eba-9108-7d2c2ef53234', 'email'),
('9588c92b-5e01-4396-b248-e7fcd1ea7414', 'adres'),
('eb104073-8d7d-45e6-bec7-d9344fbbce39', 'telefon'),
('2db159e3-1089-4ad7-8936-68b5d8b03586', 'NIP'),
('b3b75380-dd74-4c99-9557-8e23025b555a', 'pesel'),
('250ffa89-108f-448c-bdf4-a9e788207a50', 'email'),
('8b9a6560-a7f5-4f8a-80bb-06dc7333f193', 'adres'),
('61767771-96f3-4b78-a588-5f0953d3275d', 'telefon'),
('be530663-64f1-4f06-8120-ee316211a677', 'NIP'),
('d419d848-1b83-4e2a-b817-4003cc8d7cc3', 'pesel'),
('1f9dc17a-ecfb-4304-8806-208a3ae988be', 'email'),
('2688939a-9831-4d62-be14-f006dd6eda30', 'adres'),
('94f3e87b-4440-4f8a-965e-5cc18fd76969', 'telefon'),
('5ea8fea5-c7ce-4772-984e-367da02b9dd0', 'NIP'),
('ed1c1a38-7671-4dd4-8d51-3f6b6447551a', 'pesel'),
('cb264ee2-e720-4fca-adc3-c264f1720b5e', 'email'),
('acee89bb-664f-4451-b9cc-be6e82c2f629', 'adres'),
('78477bd4-2c2b-4b39-8521-98e357c32a20', 'telefon'),
('955fd10b-1eb6-432c-94ef-0a24999ed542', 'NIP'),
('1f4bd52c-afa4-4948-938b-cfeb3b1fc5c4', 'pesel'),
('c172b3c4-dad9-4fd3-acdb-68036d07f0e2', 'email'),
('5897936f-70a6-4676-a69c-3ae41eb06d26', 'adres'),
('9afdd589-9392-4314-a9ae-521a3c377051', 'telefon'),
('6b28bdb8-0ccb-4a84-b2f0-486956a45950', 'NIP'),
('cf979f18-7075-47f9-a145-26f0556d79d0', 'pesel'),
('227dd33b-361a-46a8-a052-17b9662bc2a7', 'email'),
('3f6740e2-c692-4fe1-9040-0b4976a2922c', 'adres'),
('f7a830c4-2d5a-4a66-b763-44cf8c65d04a', 'telefon'),
('7e52cf05-3447-443d-acaf-93228643fafb', 'NIP'),
('640aa1b3-ca39-4008-aae2-ea4e3e9d30a7', 'pesel'),
('efbc7487-6e66-4922-9610-abc9698d2246', 'email'),
('b60ef1ee-1515-4f96-8928-a643c91676b2', 'adres'),
('6c2d5e1e-592d-4131-8b6e-99ba112c9964', 'telefon'),
('dc48c1a6-c1ae-4d34-b945-234fb8107b9b', 'NIP'),
('6a35f070-b97c-4a78-9ca9-610fe6681196', 'pesel'),
('ab37f117-febf-424a-85fd-086e00912151', 'email'),
('c44b2ecb-9c36-4cbb-ba93-942b5d1868af', 'adres'),
('71e601ac-061a-4873-9771-ee6e49cb5f4f', 'telefon'),
('352a6141-102d-4c65-8d34-6236c5dcd020', 'NIP'),
('feda26be-89fa-4cfa-9fe3-d7d5cfabf6ba', 'pesel'),
('c5f0d876-1021-4b98-b3ed-f51cfcb13f99', 'email'),
('ef936468-f76d-459c-8403-07d4d76486b5', 'adres'),
('2a67fe5d-9455-4164-900d-edcf2180dcea', 'telefon'),
('b116bc00-de53-47b9-8e55-e3fd2941194f', 'NIP'),
('a3251cd1-d371-4d3e-b697-1c62374f945f', 'pesel'),
('f7ee1cc0-35b2-4c7f-8334-04cc7084f466', 'email'),
('7317e311-8605-4031-9210-5494a4625544', 'adres'),
('0d4b2c9c-ba43-4ff4-b93c-7ab3296107bc', 'telefon'),
('a705bd4f-14c1-4ae5-99ef-c77615e1b058', 'NIP'),
('8a243cb5-2568-4deb-a6f1-c2171fcebc6a', 'pesel'),
('e60d938d-3e7c-4c39-b1a1-74236b18e355', 'email'),
('13a58ecf-bb52-4dee-bb8a-917b3c635ff7', 'adres'),
('ee397579-52d8-4acf-90e6-402f521b9606', 'telefon'),
('ba3eafe9-6b26-46f3-a3f1-b59d433e0840', 'NIP'),
('7952ed3b-50db-406b-842a-cfef2782b732', 'pesel'),
('4f4c365e-b117-40c0-b4d9-c4d96c2a0d22', 'email'),
('05f76a65-7042-4b4e-a846-d3ac61665ba0', 'adres'),
('e6a6e162-cc2f-4ae9-851c-91c01d3b18d1', 'telefon'),
('2a5e720d-9e7c-40f0-a18c-d97c1a51b857', 'NIP'),
('552e40ab-6c98-4be1-b56e-4480ac5b5114', 'pesel'),
('d8b0dc1f-05da-4a0b-b41c-674b39e29cc3', 'email'),
('c491b18b-a0b5-4547-bda9-f3ba84ee9aa5', 'adres'),
('fe88e49d-96ac-4273-a4a7-00ef8af61332', 'telefon'),
('47712a00-f564-401b-8d83-b219fa8c480a', 'NIP'),
('1fdadf92-5afb-4fe5-a406-ec586a6b5e8a', 'pesel'),
('06bda61c-1bbd-4b67-9f84-1c8cf97c9302', 'email'),
('375af7bd-e0e9-4e2d-a886-f3723ffdd486', 'adres'),
('096a4ab8-b9b1-48df-b155-bbe1274c91ff', 'telefon'),
('473dfdcc-2c11-4b31-a8a6-f4139ccc55ee', 'NIP'),
('0a42cef6-6645-4c25-b5a1-e6db2b58bde7', 'pesel'),
('a124781e-47ca-4074-b66b-1b153a751aec', 'email'),
('010276f1-fd30-484b-9fb2-e151b9d82512', 'adres'),
('973a1960-6991-42f3-b10f-f28ad2a4cec4', 'telefon'),
('240e7080-11ef-4a34-beeb-9b2a0e397297', 'NIP'),
('2fc13f63-54bb-47f4-9d6e-9137c76b2bb2', 'pesel'),
('4c6da8ca-1f3a-4e00-9da0-29a757356f5a', 'email'),
('8a164b5f-72c7-4742-af69-913be2921aa8', 'adres'),
('70ab9250-0dbb-4b33-991e-06934ccab717', 'telefon'),
('4b261787-df26-47c2-be4f-5d5aa72eb41a', 'NIP'),
('651e1097-0402-4c3d-a297-78b37607b687', 'pesel'),
('e580e314-fb38-48ea-93c9-42000bb79793', 'email'),
('b506b8b5-81b4-4bf6-ad54-d2d25b41a9f1', 'adres'),
('c1b3aad2-f6a2-4942-89a1-9c32191454a0', 'telefon'),
('5af074ba-6ad3-4a25-b007-613f44df93f1', 'NIP'),
('a44bc29c-d843-4f29-96bc-9c9af5cc7af7', 'pesel'),
('d2555fa4-4f9e-4bea-a926-854c0ce2329e', 'email'),
('018333e5-cda7-4dcb-8a17-a36303204637', 'adres'),
('61a67cc4-1e06-44d4-8ee6-a8df01672138', 'telefon'),
('76989a25-6daf-4970-8a25-1926ddb94027', 'NIP'),
('2fa0cca7-47f9-4682-b8dc-f33f01bc9ced', 'pesel'),
('dc9b782b-bf01-4800-b66d-dadbc5f722a7', 'email'),
('17588974-215b-4f15-8830-d26866b49469', 'adres'),
('7b54e726-e56f-4284-9021-bab27c181664', 'telefon'),
('caf9f4c6-a3ba-4ab7-9e37-43dea9b2202d', 'NIP'),
('3a0f052b-0f11-4c86-9f66-335120cb3bd2', 'pesel'),
('c0ddf514-38e8-4dcf-ab62-ea117ec5d086', 'email'),
('739f504e-e425-4b13-8846-3f37f0feea59', 'adres'),
('5c2a343d-76a0-4ddf-b593-59bdeafa393b', 'telefon'),
('8c4ba891-58d3-4210-867e-a6256fcee7f6', 'NIP'),
('7d37651f-9e4b-47df-834b-5c6169a1dfe1', 'pesel'),
('224219ac-6d70-4f1c-813f-9e0635416a70', 'email'),
('1a6dbc7e-5ff7-4845-bc66-90cba4b39424', 'adres'),
('f7922aef-b2a2-45f4-8c9b-2f7a87a780d5', 'telefon'),
('85f49923-7b15-4e07-b036-0cfe1b663c7a', 'NIP'),
('f7143e51-686f-47c9-a849-6d50d9496bc5', 'pesel'),
('75ff4eb1-a065-4b36-984d-6c84cf15feed', 'email'),
('9db015e5-e85b-4b39-bff7-a3ac2987cdac', 'adres'),
('b9050aca-41c6-45a3-89e8-d7c445e496fb', 'telefon'),
('3e2315b0-df40-4048-a697-f3d2a8416533', 'NIP'),
('6979e91d-ebb0-4b2f-bd99-44b768c1cf61', 'pesel'),
('4922f8de-7d4d-4c96-89c8-0726ae3af24f', 'email'),
('4b1293e0-4338-4196-9b91-2b764d8280fe', 'adres'),
('96f13a28-670a-4461-ad5e-b3623b38109c', 'telefon'),
('403038ad-e6b7-4bea-a90b-0b0e945d68a1', 'NIP'),
('75aed04a-5bc5-4839-9857-7e7501c1c98f', 'pesel'),
('1217f148-33b6-4db2-9097-b001e909d338', 'email'),
('9aa81956-5798-45bd-b23c-1a8bda4fd91d', 'adres'),
('fecb3092-d666-4ead-aea8-ff916b662e52', 'telefon'),
('a3fe5718-9959-461e-995b-84c6d6468b69', 'NIP'),
('ef83d80b-0d59-4193-abdb-6b556b924dcb', 'pesel'),
('99527718-23d6-4890-a63e-6710d15b25d4', 'email'),
('75603921-714f-4c37-a211-95d2f28fa71b', 'adres'),
('b5e057ab-7684-46aa-aa32-c1c5b09dcc97', 'telefon'),
('c877852a-6fb1-4203-aeac-17fecba662c9', 'NIP'),
('fe9c1ee8-fc7c-4191-a419-045c5e823821', 'pesel'),
('5a512a3c-9440-4b0c-8f09-fbe1c5e2dc81', 'email'),
('a2e3872f-8579-4542-8d20-c0d53a4a2d50', 'adres'),
('b281bb09-34c9-4c2b-bb2e-e8abd687f3db', 'telefon'),
('ae296ad3-9eaa-41c3-9491-89f007876ad7', 'NIP'),
('ecfd22d5-3a43-42ba-a50f-d27b5343c314', 'pesel'),
('2fc4c707-fd6f-4e90-b1c4-fa8ab78a9158', 'email'),
('e67ba650-617d-432b-a19c-1b068100bbe5', 'adres'),
('31638fe2-d3ac-409a-ae5e-30d7e3df5506', 'telefon'),
('65656cd1-37cb-4098-bcf2-4c1a95a160af', 'NIP'),
('ec7e5fca-673c-45fe-b331-2cc4d6e64cf1', 'pesel'),
('56566739-683b-4a67-ba65-4b7b852af7c6', 'email'),
('fbfb1f19-0d3f-46a8-a0bf-364c815098b3', 'adres'),
('db725357-c89b-4bdc-bdca-71a3fea9bf8a', 'telefon'),
('50af84fb-7658-47d0-87af-834d19e07e6c', 'NIP'),
('ca1ca346-303d-4015-8fc4-54617137ba97', 'pesel'),
('e824c04c-4603-4e75-9fc1-d23b3982b20d', 'email'),
('fe1dc771-42bb-4760-97fd-430cf53a8411', 'adres'),
('22cd60b9-3d66-4e82-b97d-e732d4bc4138', 'telefon'),
('e92d272a-aef8-430b-bddd-0a719167f965', 'NIP'),
('6277243e-b7dc-44ab-8ebf-fc3c64d65737', 'pesel'),
('e9bc6ee0-be20-482d-9189-2c816ad24a52', 'email'),
('445acc36-482f-4c3d-a0da-b987b247e8ad', 'adres'),
('0c7cd158-4ba0-4e90-ac5b-a0ee3c0fed7d', 'telefon'),
('81580111-1a20-4a26-89e6-2924971a4fe7', 'NIP'),
('29dc1b66-f273-498c-9719-752667fb45b8', 'pesel'),
('60ce5075-cc77-4298-a370-a77ee090c0cc', 'email'),
('585da42c-f44e-428c-93ca-c91af3eac3a0', 'adres'),
('3d8d5882-471c-4b1d-b88a-c455eaa1012f', 'telefon'),
('a56643e0-23da-4281-97dd-ccd8f01ef61a', 'NIP'),
('2a975234-a424-4843-918f-b6ef2a4311ab', 'pesel'),
('5036b939-dca1-42c8-aa29-a771f64e599f', 'email'),
('a8809b81-2574-4000-93e5-65865d878ddb', 'adres'),
('d115a9d7-c434-4bfd-9039-8ce66e614233', 'telefon'),
('f189e769-b95d-4628-a01b-61f2e4810221', 'NIP'),
('c55b62c3-33b6-41dd-b46e-46e02ee5131f', 'pesel'),
('21edb7e4-fbc8-4cde-9a89-b3b85dad97b9', 'email'),
('e2ea62cc-e8d2-4c5c-8494-86934db9dd99', 'adres'),
('f973981c-381b-4c30-8bc1-f138df3be4de', 'telefon'),
('44beb2b9-a21b-4a20-8d63-a3df5d8901a6', 'NIP'),
('98168658-2241-43f7-8dfa-2647377a4a36', 'pesel'),
('abcad8be-b905-490e-b551-fe2da0ad13a1', 'email'),
('47169db7-4996-48bf-9ea9-f54d26ab3f19', 'adres'),
('f83dc0c5-0d8a-4dca-9b26-33ee5c2a3b50', 'telefon'),
('cedf3648-8a7a-4ed2-83d6-90b64b181c57', 'NIP'),
('a0989dee-4bd9-4367-b0d4-51bb26a23543', 'pesel'),
('21fcceaf-3472-4dcc-b8b7-4b7112f7b614', 'email'),
('b5a17708-6f09-40a8-88d1-771dea500945', 'adres'),
('24ba9da0-58ed-4be1-82e8-bb5adf45444f', 'telefon'),
('808a93fa-fb52-435d-a780-83db34f2ee0e', 'NIP'),
('f2a255a5-2059-48ce-aec2-64b0b1deac9e', 'pesel'),
('06d21510-a4a6-45cc-a66c-8b7fada5ee5d', 'email'),
('4cf41f07-8420-464d-8770-a086420b3a6c', 'adres'),
('d1d4fd66-6396-485e-b667-04d075207e53', 'telefon'),
('60f03461-06d9-4479-9eee-e465a9cbdda1', 'NIP'),
('0a081c62-d240-41d6-9161-7061ae832cd1', 'pesel'),
('db0006c4-1b2b-48f6-9203-85c86d994ca9', 'email'),
('83cd052e-da03-475c-8218-b0c9e63403de', 'adres'),
('b7ddc6b8-7060-4926-bbf3-6f44bda98b31', 'telefon'),
('453b18d3-0ed8-45ef-90cf-05ca107a01f7', 'NIP'),
('c125ad9c-46ec-46e4-84fe-bb98d57c4cf2', 'pesel'),
('38788173-7a0a-46a6-977b-0b7d90ea203e', 'email'),
('68f540d0-fab4-4c3b-8f26-b5e3e26181a5', 'adres'),
('ccb077f0-e2ff-4f21-8908-c7b79eddaebe', 'telefon'),
('143372f7-bfd7-4bbd-aed7-7dad18487af8', 'NIP'),
('f232090b-377a-4970-8e4d-ea73a4153b5b', 'pesel'),
('aa34684a-9e3b-40d0-8e6d-194da58d3d66', 'email'),
('a2568600-0e5d-4813-942c-4a5240519a8a', 'adres'),
('482b4b3e-6c20-48f6-8a22-c9b74f2aac5d', 'telefon'),
('c28f4832-1410-41e0-9e2c-6ad4232a3183', 'NIP'),
('366d48e4-53dd-401e-aef3-66718254ee2c', 'pesel'),
('512834a9-d4df-45a9-b3b5-f92b605b3fa1', 'email'),
('4f1d9667-0b4d-4627-8f16-31212bf127c0', 'adres'),
('d21e1e47-0e52-47bd-bd8e-10a4989b5e04', 'telefon'),
('114ca476-b1e3-4308-b1fa-63b7d6e31dfd', 'NIP'),
('839e6373-dc49-4ed9-84ea-0a76d29e8c54', 'pesel'),
('174f52fc-2e4b-4eb2-a4ed-4d57a7042029', 'email'),
('9774a098-97cb-4bae-8f87-59ffd7010a27', 'adres'),
('fe8fc992-592f-45b7-b71f-b78828842244', 'telefon'),
('1b56c220-6856-476e-9ea2-97c0b11b798f', 'NIP'),
('1090bb24-e4b0-41a2-a840-e4b48f9b57a6', 'pesel'),
('6512c3ee-663a-4038-abb8-9d246540fcfe', 'email'),
('728ba3cf-0fae-43b3-bd0b-b6aee886421e', 'adres'),
('f9c9f651-e54f-4df8-9c88-49dbb9a8bd01', 'telefon'),
('75da9e2d-81fc-48bc-bf94-1ae03d4467b5', 'NIP'),
('79160b0e-cc43-4fef-b001-6ab7cb761fb0', 'pesel'),
('a9b436d5-6862-41f8-ad49-0c2335347839', 'email'),
('da936348-2b42-4d74-97c0-6187b0e1a61c', 'adres'),
('e353e6d2-a5d0-4e82-9cca-d53f343464f8', 'telefon'),
('4991e3e1-fc65-4117-88e1-1066801aed83', 'NIP'),
('21669277-e323-44ca-8339-222659c8f6f0', 'pesel'),
('dabcaede-471c-44da-bd8b-bb1887282d8c', 'email'),
('83a7aa27-8b50-464a-bb9b-b2bb508a1075', 'adres'),
('28357b78-c75d-4567-9046-28e03b47d566', 'telefon'),
('b3d75a02-ad86-4ab7-862c-efaab1daeacf', 'NIP'),
('45b81e86-cef8-440d-a04d-57e8d073d402', 'pesel'),
('5dc51754-f777-4070-908c-9a5354043a8c', 'email'),
('11ff88d3-a4f3-487f-b6ce-9fb881bab003', 'adres'),
('e26d37c1-e6dd-4a24-9424-dd527ba10483', 'telefon'),
('289db946-1089-4366-a9c7-4ff7e71ae574', 'NIP'),
('d623ee2b-50b9-4cb3-a935-560cf5ccdfbb', 'pesel'),
('a402c703-3d13-45d3-bc20-a76c3adb5030', 'email'),
('465b0c2c-3533-45f3-81cc-12bbb7d47305', 'adres'),
('112eaf37-3b72-45f3-b1f5-a5f662e85795', 'telefon'),
('b85f557d-bb69-4a18-ba5b-a9c2cfed50f8', 'NIP'),
('787182f5-d87d-483c-b7f2-6782073a3568', 'pesel'),
('31aa2c96-17da-4f08-9565-fbea9b8cc8fc', 'email'),
('da0d782e-1ee7-4e6a-aea8-3f4e54c4b9a4', 'adres'),
('0c10cbe7-5f2a-4518-b85d-0d2d532cc858', 'telefon'),
('7fbd97cd-c912-43ec-b437-f9b5bf7f6a01', 'NIP'),
('938ce1bc-9324-4173-ad5e-db18abb38aa2', 'pesel'),
('6d1ea768-3fdd-4925-bb2f-9114cd13f019', 'email'),
('382aa75f-b305-46ac-9de9-4cb3951f9d0c', 'adres'),
('acb5be17-7fa3-44ab-9c46-56836121495c', 'telefon'),
('873b7ddb-8da5-4627-a58d-6918796f43d6', 'NIP'),
('ab423339-6e8c-4b06-af29-905a948ddc8e', 'pesel'),
('65f439fb-8e0a-4b29-8471-9eff60ba2eda', 'email'),
('8daa3bd7-30da-4996-a5cc-b98febd70a67', 'adres'),
('efe41b54-0c1d-4939-8154-b787927ba980', 'telefon'),
('7424c67d-c9a7-4711-9e04-dd2c29a308fb', 'NIP'),
('203150d8-cc3d-42f2-aacd-08ee903f09cf', 'pesel'),
('970dda59-7f13-472e-b906-2a24e101819b', 'email'),
('1cbdc5b5-cfbf-4e1a-9756-101550d52c46', 'adres'),
('e6fb66f3-e235-4433-9ee7-15c74fecc88f', 'telefon'),
('3b74d7fb-f10b-41c2-ac6c-0949b3a9952b', 'NIP'),
('56068664-3324-4141-901e-03c8dabf70f6', 'pesel'),
('b5f8f6b5-642b-4e10-b9a0-124a0f3c07c9', 'email'),
('362ba3d9-7a9d-47e5-b8ad-2c8235772000', 'adres'),
('37629b3a-fb13-4f66-b734-8dd312d8a3e7', 'telefon'),
('de996ec2-91e2-456c-94e1-50dfabbf59d6', 'NIP'),
('c8fd25b9-8f35-476e-90b8-a127b7379ee0', 'pesel'),
('63f4e158-343c-4c0f-b89b-046115d2628e', 'email'),
('566073ed-4d05-4540-8db7-069aef8b235d', 'adres'),
('2cd76b7a-70ef-4947-a8d5-b894f5c943da', 'telefon'),
('65e6e2b1-f0cd-4583-99a0-fe5fd437fc8c', 'NIP'),
('34e6f2d0-c0ce-40b1-baea-808d74c35487', 'pesel'),
('051ea224-1eb2-47a8-99f7-7790f25358ca', 'email'),
('d77681d6-5cef-4535-8009-5d0e3da59bfe', 'adres'),
('74851d69-e6af-4a39-a4d0-79b28fcccf31', 'telefon'),
('f55f78a3-943d-4c27-808b-bbb45149e70f', 'NIP'),
('41dbdb14-b827-4c54-92ed-f92951a63298', 'pesel'),
('3baccbd2-237d-4db9-8f21-b0e1bf9bc281', 'email'),
('e1a84afd-6361-420b-a41e-2a17d9451795', 'adres'),
('97f8a8ec-cace-4d9a-8ef1-e1440c39b9e1', 'telefon'),
('86745b8c-0aa4-4cb2-81fa-13e80c876984', 'NIP'),
('a6b92df4-0e48-44ec-ba71-82600e370c2e', 'pesel'),
('dc5bb967-e4a4-4a93-b5d5-2857ed8962fe', 'email'),
('b40bd73e-9414-44ef-a12a-518184dfb1c0', 'adres'),
